,Taxon, Habitat, Diet, Body Weight, BMR
93,Desmodus rotundus, Arboreal, Blood,29.0,1.18
94,Diaemus youngi, Arboreal, Blood,366.0,1.02
95,Diphylla ecaudata, Arboreal, Blood,278.0,1.39
