,Taxon, Habitat, Diet, Body Weight, BMR
181,Geomys pinetis, Fossorial, Roots,203.0,0.67
212,Spalax leucodon, Fossorial, Roots,208.0,0.77
213,Tachyoryctes splendens, Fossorial, Roots,203.0,0.77
254,Heliophobius kapeti?, Fossorial, Roots,89.0,0.87
255,Heterocephalus glaber, Fossorial, Roots,39.0,0.55
